"","District","Income Streams","Cohort","Year","Amount"
"206","Control Kibaale...","Annual Agric Value","2022","24 months","264.7732565"
"207","Control Kibaale...","Livestock Income","2022","24 months","24.9852116"
"208","Control Kibaale...","Livestock Income/ Production","2022","24 months","34.3517686"
"209","Control Kibaale...","Livestock Value","2022","24 months","96.997821099999996"
"210","Control Kibaale...","PPI","2022","24 months","26.598627799999999"
"211","Control Kaliro...","Salaried  Employment","2022","24  months","15.886529960000001"
"212","Control Kaliro...","Self-Income / Business","2022","24  months","44.111223819999999"
"213","Control Kaliro...","Casual Labour Income","2022","24  months","50.631838270000003"
"214","Control Kaliro...","Remit and Gifts Income","2022","24  months","21.79002174"
"215","Control Kaliro...","Rent Income","2022","24  months","7.1752047000000001"
"216","Control Kaliro...","Perennial Crop Income","2022","24  months","5.1956017699999997"
"217","Control Kaliro...","Seasonal Crop Income","2022","24  months","77.574799830000003"
"218","Control Kaliro...","Season1 Value","2022","24  months","109.75859086"
"219","Control Kaliro...","Season2 Value","2022","24  months","73.2808311"
"220","Control Kaliro...","Perennial Value","2022","24  months","26.912741830000002"
"221","Control Kaliro...","Annual Agric Value","2022","24  months","183.03942196"
"222","Control Kaliro...","Livestock Income","2022","24  months","31.916419099999999"
"223","Control Kaliro...","Livestock Income/ Production","2022","24  months","36.831606409999999"
"224","Control Kaliro...","Livestock Value","2022","24  months","223.79863778000001"
"225","Control Kaliro...","PPI","2022","24  months","28.529758709999999"
"226","Control Kanungu...","Salaried  Employment","2018","36 months","9.6239931647300097"
"227","Control Kanungu...","Self-Income / Business","2018","36 months","23.365003417634995"
"228","Control Kanungu...","Casual Labour Income","2018","36 months","122.2622009569378"
"229","Control Kanungu...","Remit and Gifts Income","2018","36 months","17.875598086124402"
"230","Control Kanungu...","Rent Income","2018","36 months","2.1291866028708135"
"231","Control Kanungu...","Perennial Crop Income","2018","36 months","86.778639781271352"
"232","Control Kanungu...","Seasonal Crop Income","2018","36 months","76.291753246753245"
"233","Control Kanungu...","Season1 Value","2018","36 months","103.76534518113466"
"234","Control Kanungu...","Season2 Value","2018","36 months","68.598246753246755"
"235","Control Kanungu...","Perennial Value","2018","36 months","182.72638414217363"
"236","Control Kanungu...","Annual Agric Value","2018","36 months","355.08997607655505"
"237","Control Kanungu...","Livestock Income","2018","36 months","32.289132604237864"
"238","Control Kanungu...","Livestock Income/ Production","2018","36 months","37.333561859193438"
"239","Control Kanungu...","Livestock Value","2018","36 months","190.19990840738211"
"240","Control Kanungu...","PPI","2018","36 months","29.96"
"241","Control Mitooma...","Salaried  Employment","2020","36 months","50.32835"
"242","Control Mitooma...","Self-Income / Business","2020","36 months","63.864964000000001"
"243","Control Mitooma...","Casual Labour Income","2020","36 months","101.994654"
"244","Control Mitooma...","Remit and Gifts Income","2020","36 months","29.736825"
"245","Control Mitooma...","Rent Income","2020","36 months","4.3480840000000001"
"246","Control Mitooma...","Perennial Crop Income","2020","36 months","78.579464000000002"
"247","Control Mitooma...","Seasonal Crop Income","2020","36 months","30.053311999999998"
"248","Control Mitooma...","Season1 Value","2020","36 months","90.824291000000002"
"249","Control Mitooma...","Season2 Value","2020","36 months","57.668002999999999"
"250","Control Mitooma...","Perennial Value","2020","36 months","208.95919499999999"
"251","Control Mitooma...","Annual Agric Value","2020","36 months","357.45148999999998"
"252","Control Mitooma...","Livestock Income","2020","36 months","10.592714000000001"
"253","Control Mitooma...","Livestock Income/ Production","2020","36 months","11.841105000000001"
"254","Control Mitooma...","Livestock Value","2020","36 months","93.930304000000007"
"255","Control Mitooma...","PPI","2020","36 months","25.099267000000001"
"256","Control Rubanda...","Salaried  Employment","2021","36 months","34.49"
"257","Control Rubanda...","Self-Income / Business","2021","36 months","31.3"
"258","Control Rubanda...","Casual Labour Income","2021","36 months","99.05"
"259","Control Rubanda...","Remit and Gifts Income","2021","36 months","18.18"
"260","Control Rubanda...","Rent Income","2021","36 months","2.72"
"261","Control Rubanda...","Perennial Crop Income","2021","36 months","11.73"
"262","Control Rubanda...","Seasonal Crop Income","2021","36 months","109.15"
"263","Control Rubanda...","Season1 Value","2021","36 months","160.71"
"264","Control Rubanda...","Season2 Value","2021","36 months","148.38999999999999"
"265","Control Rubanda...","Perennial Value","2021","36 months","35.159999999999997"
