"","District","Income Streams","Cohort","Year","Amount"
"911","Mit...","Annual Agric Value","2021","Year 2","648.49"
"912","Mit...","Livestock Income","2021","Year 2","19.82"
"913","Mit...","Livestock Income/ Production","2021","Year 2","22.23"
"914","Mit...","Livestock Value","2021","Year 2","219.75"
"915","Mit...","PPI","2021","Year 2","20.89"
"916","Rubanda...","Salaried Employment","2021","Year 2","49.01"
"917","Rubanda...","Self-Income / Business","2021","Year 2","61.49"
"918","Rubanda...","Casual Labour Income","2021","Year 2","52.68"
"919","Rubanda...","Remit and Gifts Income","2021","Year 2","33.9"
"920","Rubanda...","Rent Income","2021","Year 2","7.15"
"921","Rubanda...","Perennial Crop Income","2021","Year 2","25.74"
"922","Rubanda...","Seasonal Crop Income","2021","Year 2","254.82"
"923","Rubanda...","Season1 Value","2021","Year 2","295.72000000000003"
"924","Rubanda...","Season2 Value","2021","Year 2","264.45"
"925","Rubanda...","Perennial Value","2021","Year 2","70.180000000000007"
"926","Rubanda...","Annual Agric Value","2021","Year 2","630.35"
"927","Rubanda...","Livestock Income","2021","Year 2","51.72"
"928","Rubanda...","Livestock Income/ Production","2021","Year 2","57.03"
"929","Rubanda...","Livestock Value","2021","Year 2","306.18"
"930","Rubanda...","PPI","2021","Year 2","22.51"
"931","Kanungu...","Salaried Employment","2022","Year 2","50.59"
"932","Kanungu...","Self-Income / Business","2022","Year 2","70.430000000000007"
"933","Kanungu...","Casual Labour Income","2022","Year 2","47.85"
"934","Kanungu...","Remit and Gifts Income","2022","Year 2","47.12"
"935","Kanungu...","Rent Income","2022","Year 2","13.03"
"936","Kanungu...","Perennial Crop Income","2022","Year 2","209.87"
"937","Kanungu...","Seasonal Crop Income","2022","Year 2","147.47999999999999"
"938","Kanungu...","Season1 Value","2022","Year 2","223.36"
"939","Kanungu...","Season2 Value","2022","Year 2","198.03"
"940","Kanungu...","Perennial Value","2022","Year 2","339.17"
"941","Kanungu...","Annual Agric Value","2022","Year 2","760.55"
"942","Kanungu...","Livestock Income","2022","Year 2","30.85"
"943","Kanungu...","Livestock Income/ Production","2022","Year 2","38.64"
"944","Kanungu...","Livestock Value","2022","Year 2","249.7"
"945","Kanungu...","PPI","2022","Year 2","20.079999999999998"
"946","Rukungiri...","Salaried Employment","2022","Year 2","44.45"
"947","Rukungiri...","Self-Income / Business","2022","Year 2","70.989999999999995"
"948","Rukungiri...","Casual Labour Income","2022","Year 2","62.21"
"949","Rukungiri...","Remit and Gifts Income","2022","Year 2","39.090000000000003"
"950","Rukungiri...","Rent Income","2022","Year 2","8.6"
"951","Rukungiri...","Perennial Crop Income","2022","Year 2","216"
"952","Rukungiri...","Seasonal Crop Income","2022","Year 2","186.55"
"953","Rukungiri...","Season1 Value","2022","Year 2","217.13"
"954","Rukungiri...","Season2 Value","2022","Year 2","183.38"
"955","Rukungiri...","Perennial Value","2022","Year 2","387.5"
"956","Rukungiri...","Annual Agric Value","2022","Year 2","788.01"
"957","Rukungiri...","Livestock Income","2022","Year 2","22.37"
"958","Rukungiri...","Livestock Income/ Production","2022","Year 2","29.77"
"959","Rukungiri...","Livestock Value","2022","Year 2","288.83"
"960","Rukungiri...","PPI","2022","Year 2","20.22"
"961","Mitooma...","Salaried Employment","2022","Year 2","56.72"
"962","Mitooma...","Self-Income / Business","2022","Year 2","78.95"
"963","Mitooma...","Casual Labour Income","2022","Year 2","54.93"
"964","Mitooma...","Remit and Gifts Income","2022","Year 2","69.16"
"965","Mitooma...","Rent Income","2022","Year 2","13.85"
"966","Mitooma...","Perennial Crop Income","2022","Year 2","221.88"
"967","Mitooma...","Seasonal Crop Income","2022","Year 2","88.67"
"968","Mitooma...","Season1 Value","2022","Year 2","175.45"
"969","Mitooma...","Season2 Value","2022","Year 2","130.58000000000001"
"970","Mitooma...","Perennial Value","2022","Year 2","357.99"
"971","Mitooma...","Annual Agric Value","2022","Year 2","664.02"
"972","Mitooma...","Livestock Income","2022","Year 2","52.38"
"973","Mitooma...","Livestock Income/ Production","2022","Year 2","60.89"
"974","Mitooma...","Livestock Value","2022","Year 2","293.48"
"975","Mitooma...","PPI","2022","Year 2","21.81"
"976","Rubanda...","Salaried Employment","2022","Year 2","42.83"
"977","Rubanda...","Self-Income / Business","2022","Year 2","56.66"
"978","Rubanda...","Casual Labour Income","2022","Year 2","57.57"
"979","Rubanda...","Remit and Gifts Income","2022","Year 2","37.82"
"980","Rubanda...","Rent Income","2022","Year 2","8.06"
"981","Rubanda...","Perennial Crop Income","2022","Year 2","83.05"
"982","Rubanda...","Seasonal Crop Income","2022","Year 2","243.12"
"983","Rubanda...","Season1 Value","2022","Year 2","300.97000000000003"
"984","Rubanda...","Season2 Value","2022","Year 2","279.43"
"985","Rubanda...","Perennial Value","2022","Year 2","212.78"
"986","Rubanda...","Annual Agric Value","2022","Year 2","793.19"
"987","Rubanda...","Livestock Income","2022","Year 2","27.86"
"988","Rubanda...","Livestock Income/ Production","2022","Year 2","34.57"
"989","Rubanda...","Livestock Value","2022","Year 2","332.09"
"990","Rubanda...","PPI","2022","Year 2","20.29"
"991","Rubirizi...","Salaried Employment","2022","Year 2","42.39"
"992","Rubirizi...","Self-Income / Business","2022","Year 2","51.12"
"993","Rubirizi...","Casual Labour Income","2022","Year 2","46.66"
"994","Rubirizi...","Remit and Gifts Income","2022","Year 2","42.81"
"995","Rubirizi...","Rent Income","2022","Year 2","7.87"
"996","Rubirizi...","Perennial Crop Income","2022","Year 2","174.94"
"997","Rubirizi...","Seasonal Crop Income","2022","Year 2","214.57"
"998","Rubirizi...","Season1 Value","2022","Year 2","222.62"
"999","Rubirizi...","Season2 Value","2022","Year 2","200.09"
"1000","Rubirizi...","Perennial Value","2022","Year 2","399.44"
"1001","Rubirizi...","Annual Agric Value","2022","Year 2","822.14"
"1002","Rubirizi...","Livestock Income","2022","Year 2","29.82"
"1003","Rubirizi...","Livestock Income/ Production","2022","Year 2","33.24"
"1004","Rubirizi...","Livestock Value","2022","Year 2","139.18"
"1005","Rubirizi...","PPI","2022","Year 2","21.09"
"1006","Kyenjojo...","Salaried Employment","2022","Year 2","23.02"
"1007","Kyenjojo...","Self-Income / Business","2022","Year 2","54.52"
"1008","Kyenjojo...","Casual Labour Income","2022","Year 2","46.12"
"1009","Kyenjojo...","Remit and Gifts Income","2022","Year 2","18.71"
"1010","Kyenjojo...","Rent Income","2022","Year 2","17.18"
"1011","Kyenjojo...","Perennial Crop Income","2022","Year 2","104.48"
"1012","Kyenjojo...","Seasonal Crop Income","2022","Year 2","272.54000000000002"
"1013","Kyenjojo...","Season1 Value","2022","Year 2","286.23"
"1014","Kyenjojo...","Season2 Value","2022","Year 2","250.08"
"1015","Kyenjojo...","Perennial Value","2022","Year 2","169.75"
"1016","Kyenjojo...","Annual Agric Value","2022","Year 2","706.06"
"1017","Kyenjojo...","Livestock Income","2022","Year 2","58.45"
"1018","Kyenjojo...","Livestock Income/ Production","2022","Year 2","74.11"
"1019","Kyenjojo...","Livestock Value","2022","Year 2","291.26"
"1020","Kyenjojo...","PPI","2022","Year 2","21.62"
"1021","Kagadi GAC...","Salaried Employment","2022","Year 2","18.63"
"1022","Kagadi GAC...","Self-Income / Business","2022","Year 2","45.42"
"1023","Kagadi GAC...","Casual Labour Income","2022","Year 2","30.24"
"1024","Kagadi GAC...","Remit and Gifts Income","2022","Year 2","17.5"
"1025","Kagadi GAC...","Rent Income","2022","Year 2","17.27"
"1026","Kagadi GAC...","Perennial Crop Income","2022","Year 2","120.7"
"1027","Kagadi GAC...","Seasonal Crop Income","2022","Year 2","330.76"
"1028","Kagadi GAC...","Season1 Value","2022","Year 2","334.91"
"1029","Kagadi GAC...","Season2 Value","2022","Year 2","269.39"
"1030","Kagadi GAC...","Perennial Value","2022","Year 2","182.11"
"1031","Kagadi GAC...","Annual Agric Value","2022","Year 2","786.4"
"1032","Kagadi GAC...","Livestock Income","2022","Year 2","39.61"
"1033","Kagadi GAC...","Livestock Income/ Production","2022","Year 2","60.12"
"1034","Kagadi GAC...","Livestock Value","2022","Year 2","299.19"
"1035","Kagadi GAC...","PPI","2022","Year 2","20.14"
"1036","Kagadi NonGAC...","Salaried Employment","2022","Year 2","22.55"
"1037","Kagadi NonGAC...","Self-Income / Business","2022","Year 2","35.78"
"1038","Kagadi NonGAC...","Casual Labour Income","2022","Year 2","40.159999999999997"
"1039","Kagadi NonGAC...","Remit and Gifts Income","2022","Year 2","20.059999999999999"
"1040","Kagadi NonGAC...","Rent Income","2022","Year 2","13.32"
"1041","Kagadi NonGAC...","Perennial Crop Income","2022","Year 2","126.55"
"1042","Kagadi NonGAC...","Seasonal Crop Income","2022","Year 2","341.69"
"1043","Kagadi NonGAC...","Season1 Value","2022","Year 2","296.2"
"1044","Kagadi NonGAC...","Season2 Value","2022","Year 2","262.66000000000003"
"1045","Kagadi NonGAC...","Perennial Value","2022","Year 2","209.15"
"1046","Kagadi NonGAC...","Annual Agric Value","2022","Year 2","768"
"1047","Kagadi NonGAC...","Livestock Income","2022","Year 2","31.05"
"1048","Kagadi NonGAC...","Livestock Income/ Production","2022","Year 2","33.979999999999997"
"1049","Kagadi NonGAC...","Livestock Value","2022","Year 2","202.71"
"1050","Kagadi NonGAC...","PPI","2022","Year 2","22.38"
"1051","Kaliro...","Salaried Employment","2022","Year 2","24.26"
"1052","Kaliro...","Self-Income / Business","2022","Year 2","65.17"
"1053","Kaliro...","Casual Labour Income","2022","Year 2","64.91"
"1054","Kaliro...","Remit and Gifts Income","2022","Year 2","37.380000000000003"
"1055","Kaliro...","Rent Income","2022","Year 2","7.82"
"1056","Kaliro...","Perennial Crop Income","2022","Year 2","50.14"
"1057","Kaliro...","Seasonal Crop Income","2022","Year 2","182.66"
"1058","Kaliro...","Season1 Value","2022","Year 2","238.04"
"1059","Kaliro...","Season2 Value","2022","Year 2","180.18"
"1060","Kaliro...","Perennial Value","2022","Year 2","88.26"
"1061","Kaliro...","Annual Agric Value","2022","Year 2","506.48"
"1062","Kaliro...","Livestock Income","2022","Year 2","74.34"
"1063","Kaliro...","Livestock Income/ Production","2022","Year 2","85.01"
"1064","Kaliro...","Livestock Value","2022","Year 2","406.1"
"1065","Kaliro...","PPI","2022","Year 2","22.07"
"1066","Kisoro...","Salaried Employment","2022","Year 2",NA
"1067","Kisoro...","Self-Income / Business","2022","Year 2",NA
"1068","Kisoro...","Casual Labour Income","2022","Year 2",NA
"1069","Kisoro...","Remit and Gifts Income","2022","Year 2",NA
"1070","Kisoro...","Rent Income","2022","Year 2",NA
"1071","Kisoro...","Perennial Crop Income","2022","Year 2",NA
"1072","Kisoro...","Seasonal Crop Income","2022","Year 2",NA
"1073","Kisoro...","Season1 Value","2022","Year 2",NA
"1074","Kisoro...","Season2 Value","2022","Year 2",NA
"1075","Kisoro...","Perennial Value","2022","Year 2",NA
"1076","Kisoro...","Annual Agric Value","2022","Year 2",NA
"1077","Kisoro...","Livestock Income","2022","Year 2",NA
"1078","Kisoro...","Livestock Income/ Production","2022","Year 2",NA
"1079","Kisoro...","Livestock Value","2022","Year 2",NA
"1080","Kisoro...","PPI","2022","Year 2",NA
"1081","Kisoro...","Salaried Employment","2018","Year 3","44.3"
"1082","Kisoro...","Self-Income / Business","2018","Year 3","100.86"
"1083","Kisoro...","Casual Labour Income","2018","Year 3","199.75"
"1084","Kisoro...","Remit and Gifts Income","2018","Year 3","25.12"
"1085","Kisoro...","Rent Income","2018","Year 3","3.98"
"1086","Kisoro...","Perennial Crop Income","2018","Year 3","109.96"
"1087","Kisoro...","Seasonal Crop Income","2018","Year 3","143.5"
"1088","Kisoro...","Season1 Value","2018","Year 3","190.6"
"1089","Kisoro...","Season2 Value","2018","Year 3","160.62"
"1090","Kisoro...","Perennial Value","2018","Year 3","199.53"
"1091","Kisoro...","Annual Agric Value","2018","Year 3","550.74"
"1092","Kisoro...","Livestock Income","2018","Year 3","46.95"
"1093","Kisoro...","Livestock Income/ Production","2018","Year 3","49.04"
"1094","Kisoro...","Livestock Value","2018","Year 3","214.4"
"1095","Kisoro...","PPI","2018","Year 3","19.02"
"1096","Kanungu...","Salaried Employment","2018","Year 3","36.24"
"1097","Kanungu...","Self-Income / Business","2018","Year 3","59.81"
"1098","Kanungu...","Casual Labour Income","2018","Year 3","141.09"
"1099","Kanungu...","Remit and Gifts Income","2018","Year 3","6.14"
"1100","Kanungu...","Rent Income","2018","Year 3","8.94"
"1101","Kanungu...","Perennial Crop Income","2018","Year 3","113.95"
"1102","Kanungu...","Seasonal Crop Income","2018","Year 3","164.9"
"1103","Kanungu...","Season1 Value","2018","Year 3","182.59"
"1104","Kanungu...","Season2 Value","2018","Year 3","146.69"
"1105","Kanungu...","Perennial Value","2018","Year 3","196.03"
"1106","Kanungu...","Annual Agric Value","2018","Year 3","525.32000000000005"
"1107","Kanungu...","Livestock Income","2018","Year 3","42.44"
"1108","Kanungu...","Livestock Income/ Production","2018","Year 3","48.2"
"1109","Kanungu...","Livestock Value","2018","Year 3","279.95"
"1110","Kanungu...","PPI","2018","Year 3","25.47"
"1111","Kisoro...","Salaried Employment","2019","Year 3","22.77"
"1112","Kisoro...","Self-Income / Business","2019","Year 3","59.94"
"1113","Kisoro...","Casual Labour Income","2019","Year 3","71.37"
"1114","Kisoro...","Remit and Gifts Income","2019","Year 3","38.04"
"1115","Kisoro...","Rent Income","2019","Year 3","3.72"
"1116","Kisoro...","Perennial Crop Income","2019","Year 3","103.05"
"1117","Kisoro...","Seasonal Crop Income","2019","Year 3","444.7"
"1118","Kisoro...","Season1 Value","2019","Year 3","373.87"
"1119","Kisoro...","Season2 Value","2019","Year 3","284.3"
"1120","Kisoro...","Perennial Value","2019","Year 3","176.07"
"1121","Kisoro...","Annual Agric Value","2019","Year 3","834.24"
"1122","Kisoro...","Livestock Income","2019","Year 3","36.67"
"1123","Kisoro...","Livestock Income/ Production","2019","Year 3","41.68"
"1124","Kisoro...","Livestock Value","2019","Year 3","268.81"
"1125","Kisoro...","PPI","2019","Year 3","20.86"
"1126","Kanu...","Salaried Employment","2019","Year 3","25.56"
"1127","Kanu...","Self-Income / Business","2019","Year 3","94.28"
"1128","Kanu...","Casual Labour Income","2019","Year 3","89.35"
"1129","Kanu...","Remit and Gifts Income","2019","Year 3","26.41"
"1130","Kanu...","Rent Income","2019","Year 3","10.73"
"1131","Kanu...","Perennial Crop Income","2019","Year 3","158.69999999999999"
"1132","Kanu...","Seasonal Crop Income","2019","Year 3","196.19"
"1133","Kanu...","Season1 Value","2019","Year 3","231.3"
"1134","Kanu...","Season2 Value","2019","Year 3","147.86000000000001"
"1135","Kanu...","Perennial Value","2019","Year 3","240.72"
"1136","Kanu...","Annual Agric Value","2019","Year 3","619.88"
"1137","Kanu...","Livestock Income","2019","Year 3","31.45"
"1138","Kanu...","Livestock Income/ Production","2019","Year 3","36.89"
"1139","Kanu...","Livestock Value","2019","Year 3","271.83999999999997"
"1140","Kanu...","PPI","2019","Year 3","19.09"
"1141","Ruk...","Salaried Employment","2019","Year 3","55.44"
"1142","Ruk...","Self-Income / Business","2019","Year 3","76.56"
"1143","Ruk...","Casual Labour Income","2019","Year 3","88.14"
"1144","Ruk...","Remit and Gifts Income","2019","Year 3","29.24"
"1145","Ruk...","Rent Income","2019","Year 3","8.7200000000000006"
"1146","Ruk...","Perennial Crop Income","2019","Year 3","177.93"
"1147","Ruk...","Seasonal Crop Income","2019","Year 3","225.48"
"1148","Ruk...","Season1 Value","2019","Year 3","232.55"
"1149","Ruk...","Season2 Value","2019","Year 3","208.63"
"1150","Ruk...","Perennial Value","2019","Year 3","332.53"
"1151","Ruk...","Annual Agric Value","2019","Year 3","773.7"
"1152","Ruk...","Livestock Income","2019","Year 3","28.99"
"1153","Ruk...","Livestock Income/ Production","2019","Year 3","34.299999999999997"
"1154","Ruk...","Livestock Value","2019","Year 3","491.49"
"1155","Ruk...","PPI","2019","Year 3","19.510000000000002"
"1156","Kisoro...","Salaried Employment","2020","Year 3","28.89"
"1157","Kisoro...","Self-Income / Business","2020","Year 3","96.56"
"1158","Kisoro...","Casual Labour Income","2020","Year 3","90.86"
"1159","Kisoro...","Remit and Gifts Income","2020","Year 3","33.15"
"1160","Kisoro...","Rent Income","2020","Year 3","4.46"
"1161","Kisoro...","Perennial Crop Income","2020","Year 3","139.56"
"1162","Kisoro...","Seasonal Crop Income","2020","Year 3","322.38"
"1163","Kisoro...","Season1 Value","2020","Year 3","288.33"
"1164","Kisoro...","Season2 Value","2020","Year 3","269.27999999999997"
"1165","Kisoro...","Perennial Value","2020","Year 3","270.27999999999997"
"1166","Kisoro...","Annual Agric Value","2020","Year 3","827.89"
"1167","Kisoro...","Livestock Income","2020","Year 3","34.96"
"1168","Kisoro...","Livestock Income/ Production","2020","Year 3","37.46"
"1169","Kisoro...","Livestock Value","2020","Year 3","247.76"
"1170","Kisoro...","PPI","2020","Year 3","20.7"
"1171","Kanu...","Salaried Employment","2020","Year 3","82.48"
"1172","Kanu...","Self-Income / Business","2020","Year 3","108.69"
"1173","Kanu...","Casual Labour Income","2020","Year 3","66.739999999999995"
"1174","Kanu...","Remit and Gifts Income","2020","Year 3","34.119999999999997"
"1175","Kanu...","Rent Income","2020","Year 3","14.08"
"1176","Kanu...","Perennial Crop Income","2020","Year 3","210.85"
"1177","Kanu...","Seasonal Crop Income","2020","Year 3","216.15"
"1178","Kanu...","Season1 Value","2020","Year 3","292.87"
"1179","Kanu...","Season2 Value","2020","Year 3","244.16"
"1180","Kanu...","Perennial Value","2020","Year 3","295.08"
"1181","Kanu...","Annual Agric Value","2020","Year 3","832.11"
"1182","Kanu...","Livestock Income","2020","Year 3","31.16"
"1183","Kanu...","Livestock Income/ Production","2020","Year 3","34.75"
"1184","Kanu...","Livestock Value","2020","Year 3","262.73"
"1185","Kanu...","PPI","2020","Year 3","20.59"
"1186","Ruk...","Salaried Employment","2020","Year 3","56.39"
"1187","Ruk...","Self-Income / Business","2020","Year 3","70.150000000000006"
"1188","Ruk...","Casual Labour Income","2020","Year 3","109.76"
"1189","Ruk...","Remit and Gifts Income","2020","Year 3","45.83"
"1190","Ruk...","Rent Income","2020","Year 3","10.42"
"1191","Ruk...","Perennial Crop Income","2020","Year 3","214.84"
"1192","Ruk...","Seasonal Crop Income","2020","Year 3","206.94"
"1193","Ruk...","Season1 Value","2020","Year 3","236.05"
"1194","Ruk...","Season2 Value","2020","Year 3","265.10000000000002"
"1195","Ruk...","Perennial Value","2020","Year 3","385.93"
"1196","Ruk...","Annual Agric Value","2020","Year 3","887.09"
"1197","Ruk...","Livestock Income","2020","Year 3","25.52"
"1198","Ruk...","Livestock Income/ Production","2020","Year 3","27.34"
"1199","Ruk...","Livestock Value","2020","Year 3","228.12"
"1200","Ruk...","PPI","2020","Year 3","20.260000000000002"
"1201","Mitooma...","Salaried Employment","2020","Year 3","49.31"
"1202","Mitooma...","Self-Income / Business","2020","Year 3","122.34"
"1203","Mitooma...","Casual Labour Income","2020","Year 3","80.05"
"1204","Mitooma...","Remit and Gifts Income","2020","Year 3","47.28"
"1205","Mitooma...","Rent Income","2020","Year 3","5.56"
"1206","Mitooma...","Perennial Crop Income","2020","Year 3","261.95999999999998"
"1207","Mitooma...","Seasonal Crop Income","2020","Year 3","73.41"
"1208","Mitooma...","Season1 Value","2020","Year 3","169.69"
"1209","Mitooma...","Season2 Value","2020","Year 3","169.71"
"1210","Mitooma...","Perennial Value","2020","Year 3","445.95"
"1211","Mitooma...","Annual Agric Value","2020","Year 3","785.35"
"1212","Mitooma...","Livestock Income","2020","Year 3","27.74"
"1213","Mitooma...","Livestock Income/ Production","2020","Year 3","30.26"
"1214","Mitooma...","Livestock Value","2020","Year 3","233.13"
"1215","Mitooma...","PPI","2020","Year 3","19.7"
"1216","Kagadi...","Salaried Employment","2020","Year 3","16.649999999999999"
"1217","Kagadi...","Self-Income / Business","2020","Year 3","123.14"
"1218","Kagadi...","Casual Labour Income","2020","Year 3","92.28"
"1219","Kagadi...","Remit and Gifts Income","2020","Year 3","10.039999999999999"
"1220","Kagadi...","Rent Income","2020","Year 3","13.88"
"1221","Kagadi...","Perennial Crop Income","2020","Year 3","123.89"
"1222","Kagadi...","Seasonal Crop Income","2020","Year 3","321.17"
"1223","Kagadi...","Season1 Value","2020","Year 3","358.79"
"1224","Kagadi...","Season2 Value","2020","Year 3","262.31"
"1225","Kagadi...","Perennial Value","2020","Year 3","212.45"
"1226","Kagadi...","Annual Agric Value","2020","Year 3","833.55"
"1227","Kagadi...","Livestock Income","2020","Year 3","41.09"
"1228","Kagadi...","Livestock Income/ Production","2020","Year 3","48.89"
"1229","Kagadi...","Livestock Value","2020","Year 3","174.92"
"1230","Kagadi...","PPI","2020","Year 3","19.96"
"1231","Kanu...","Salaried Employment","2021","Year 3","60.688580000000002"
"1232","Kanu...","Self-Income / Business","2021","Year 3","91.245419999999996"
"1233","Kanu...","Casual Labour Income","2021","Year 3","58.315219999999997"
"1234","Kanu...","Remit and Gifts Income","2021","Year 3","39.666240000000002"
"1235","Kanu...","Rent Income","2021","Year 3","9.1199200000000005"
"1236","Kanu...","Perennial Crop Income","2021","Year 3","315.04705999999999"
"1237","Kanu...","Seasonal Crop Income","2021","Year 3","289.81601999999998"
"1238","Kanu...","Season1 Value","2021","Year 3","282.97904999999997"
"1239","Kanu...","Season2 Value","2021","Year 3","249.3295"
"1240","Kanu...","Perennial Value","2021","Year 3","427.60525999999999"
"1241","Kanu...","Annual Agric Value","2021","Year 3","959.91381000000001"
"1242","Kanu...","Livestock Income","2021","Year 3","21.752109999999998"
"1243","Kanu...","Livestock Income/ Production","2021","Year 3","37.295630000000003"
"1244","Kanu...","Livestock Value","2021","Year 3","251.69257999999999"
"1245","Kanu...","PPI","2021","Year 3","17.357790000000001"
"1246","Ruk...","Salaried Employment","2021","Year 3","48.068587460000003"
"1247","Ruk...","Self-Income / Business","2021","Year 3","88.116245960000001"
"1248","Ruk...","Casual Labour Income","2021","Year 3","71.676015640000003"
"1249","Ruk...","Remit and Gifts Income","2021","Year 3","44.323899369999999"
"1250","Ruk...","Rent Income","2021","Year 3","9.4520227800000001"
"1251","Ruk...","Perennial Crop Income","2021","Year 3","305.62204657000001"
"1252","Ruk...","Seasonal Crop Income","2021","Year 3","197.08377952999999"
"1253","Ruk...","Season1 Value","2021","Year 3","226.75050994"
"1254","Ruk...","Season2 Value","2021","Year 3","223.96912714999999"
"1255","Ruk...","Perennial Value","2021","Year 3","410.58511814000002"
"1256","Ruk...","Annual Agric Value","2021","Year 3","861.30475522999996"
"1257","Ruk...","Livestock Income","2021","Year 3","31.374957500000001"
"1258","Ruk...","Livestock Income/ Production","2021","Year 3","42.383052859999999"
"1259","Ruk...","Livestock Value","2021","Year 3","214.17590939999999"
"1260","Ruk...","PPI","2021","Year 3","16.307783019999999"
"1261","Mit...","Salaried Employment","2021","Year 3","46.69450792"
"1262","Mit...","Self-Income / Business","2021","Year 3","123.77138650000001"
"1263","Mit...","Casual Labour Income","2021","Year 3","50.96682689"
"1264","Mit...","Remit and Gifts Income","2021","Year 3","39.09726053"
"1265","Mit...","Rent Income","2021","Year 3","8.8277782200000008"
"1266","Mit...","Perennial Crop Income","2021","Year 3","271.4363985"
"1267","Mit...","Seasonal Crop Income","2021","Year 3","210.01452739999999"
"1268","Mit...","Season1 Value","2021","Year 3","233.081412"
"1269","Mit...","Season2 Value","2021","Year 3","191.41162370000001"
"1270","Mit...","Perennial Value","2021","Year 3","397.98066870000002"
"1271","Mit...","Annual Agric Value","2021","Year 3","822.47370450000005"
"1272","Mit...","Livestock Income","2021","Year 3","26.592073119999998"
"1273","Mit...","Livestock Income/ Production","2021","Year 3","37.316943770000002"
"1274","Mit...","Livestock Value","2021","Year 3","209.71817300000001"
"1275","Mit...","PPI","2021","Year 3","17.972886299999999"
"1276","Rubanda...","Salaried Employment","2021","Year 3","56.148007"
"1277","Rubanda...","Self-Income / Business","2021","Year 3","74.247681"
"1278","Rubanda...","Casual Labour Income","2021","Year 3","47.062964999999998"
"1279","Rubanda...","Remit and Gifts Income","2021","Year 3","36.059260999999999"
"1280","Rubanda...","Rent Income","2021","Year 3","8.5445010000000003"
"1281","Rubanda...","Perennial Crop Income","2021","Year 3","67.687374000000005"
"1282","Rubanda...","Seasonal Crop Income","2021","Year 3","369.31070099999999"
"1283","Rubanda...","Season1 Value","2021","Year 3","354.29375800000003"
"1284","Rubanda...","Season2 Value","2021","Year 3","297.18057099999999"
"1285","Rubanda...","Perennial Value","2021","Year 3","133.73336"
"1286","Rubanda...","Annual Agric Value","2021","Year 3","785.20768999999996"
"1287","Rubanda...","Livestock Income","2021","Year 3","68.200997000000001"
"1288","Rubanda...","Livestock Income/ Production","2021","Year 3","83.413987000000006"
"1289","Rubanda...","Livestock Value","2021","Year 3","342.29674699999998"
"1290","Rubanda...","PPI","2021","Year 3","18.594166000000001"
"1291","Kisoro...","Salaried Employment","2018","Year 4","51.37"
"1292","Kisoro...","Self-Income / Business","2018","Year 4","102.85"
"1293","Kisoro...","Casual Labour Income","2018","Year 4","88.09"
"1294","Kisoro...","Remit and Gifts Income","2018","Year 4","36.25"
"1295","Kisoro...","Rent Income","2018","Year 4","10.24"
"1296","Kisoro...","Perennial Crop Income","2018","Year 4","121.62"
"1297","Kisoro...","Seasonal Crop Income","2018","Year 4","230.89"
"1298","Kisoro...","Season1 Value","2018","Year 4","232.85"
"1299","Kisoro...","Season2 Value","2018","Year 4","210"
"1300","Kisoro...","Perennial Value","2018","Year 4","215.02"
"1301","Kisoro...","Annual Agric Value","2018","Year 4","657.87"
"1302","Kisoro...","Livestock Income","2018","Year 4","43.55"
"1303","Kisoro...","Livestock Income/ Production","2018","Year 4","52.72"
"1304","Kisoro...","Livestock Value","2018","Year 4","229.66"
"1305","Kisoro...","PPI","2018","Year 4","18.84"
"1306","Kanungu...","Salaried Employment","2018","Year 4","70.040000000000006"
"1307","Kanungu...","Self-Income / Business","2018","Year 4","80.97"
"1308","Kanungu...","Casual Labour Income","2018","Year 4","102.55"
"1309","Kanungu...","Remit and Gifts Income","2018","Year 4","22.78"
"1310","Kanungu...","Rent Income","2018","Year 4","10.029999999999999"
"1311","Kanungu...","Perennial Crop Income","2018","Year 4","143.62"
"1312","Kanungu...","Seasonal Crop Income","2018","Year 4","186.32"
"1313","Kanungu...","Season1 Value","2018","Year 4","195.46"
"1314","Kanungu...","Season2 Value","2018","Year 4","158.08000000000001"
"1315","Kanungu...","Perennial Value","2018","Year 4","224.41"
"1316","Kanungu...","Annual Agric Value","2018","Year 4","577.95000000000005"
"1317","Kanungu...","Livestock Income","2018","Year 4","43.17"
"1318","Kanungu...","Livestock Income/ Production","2018","Year 4","51.03"
"1319","Kanungu...","Livestock Value","2018","Year 4","302.07"
"1320","Kanungu...","PPI","2018","Year 4","21.37"
"1321","Kisoro...","Salaried Employment","2019","Year 4","29.3"
"1322","Kisoro...","Self-Income / Business","2019","Year 4","65.319999999999993"
"1323","Kisoro...","Casual Labour Income","2019","Year 4","68.41"
"1324","Kisoro...","Remit and Gifts Income","2019","Year 4","31.93"
"1325","Kisoro...","Rent Income","2019","Year 4","5.61"
"1326","Kisoro...","Perennial Crop Income","2019","Year 4","114.46"
"1327","Kisoro...","Seasonal Crop Income","2019","Year 4","536.49"
"1328","Kisoro...","Season1 Value","2019","Year 4","459.87"
"1329","Kisoro...","Season2 Value","2019","Year 4","316.92"
"1330","Kisoro...","Perennial Value","2019","Year 4","223.88"
"1331","Kisoro...","Annual Agric Value","2019","Year 4","1000.67"
"1332","Kisoro...","Livestock Income","2019","Year 4","42.55"
"1333","Kisoro...","Livestock Income/ Production","2019","Year 4","46.09"
"1334","Kisoro...","Livestock Value","2019","Year 4","288.14999999999998"
